id,Capacity,Country Code,K,BC,phi,rho_C,rho_CM
115,40582,DOM,55,0.00181711,0.3873,1.2096,0.105679086
116,512228,DOM,88,0.003159419,0.6573,1.2389,0.238068075
117,3760,DOM,30,3.58E-05,0.1669,1.0543,0.013956645
118,3850,VGB,30,1.31E-05,0.1669,1.0543,0.013956645
119,2414,JAM,5,0,0.0481,1.0015,7.67E-05
120,862,DOM,7,0,0.0538,1.0031,0.000179449
121,34073,PRI,30,0.000399326,0.1669,1.0543,0.013956645
122,20805,HTI,54,0.003251362,0.3742,1.1983,0.098274877
123,972177,MEX,65,0.005239514,0.4641,1.2279,0.142507187
124,6185,CYM,14,7.00E-05,0.0847,1.0167,0.00176881
125,3200,HTI,35,0.000168937,0.207,1.0857,0.026020696
126,11980,DOM,37,0.000287543,0.2269,1.0999,0.032800825
127,4475,CUB,15,2.61E-05,0.0898,1.0189,0.002169925
128,2677,CUB,9,0,0.062,1.0063,0.000442898
129,1237,MEX,2,0,0.0411,1.0001,5.19E-06
130,2677,CUB,9,0,0.062,1.0063,0.000442898
131,1784,TCA,27,0,0.146,1.0449,0.009737163
132,2646,TCA,30,3.58E-05,0.1669,1.0543,0.013956645
133,19510,CUB,30,0.00019835,0.1669,1.0543,0.013956645
134,11660,MEX,7,1.30E-05,0.0538,1.0031,0.000179449
135,3894,BHS,28,1.78E-05,0.1513,1.0469,0.010681018
136,411798,BHS,90,0.008912311,0.6721,1.2293,0.243095698
137,1122,MEX,5,0,0.0481,1.0015,7.67E-05
138,162359,MEX,26,0.000304037,0.1412,1.0445,0.009067398
139,99713,CHN,17,0,0.0974,1.0219,0.002817912
140,101647,CHN,20,6.85E-06,0.1142,1.0284,0.004563422
141,99713,CHN,17,0,0.0974,1.0219,0.002817912
143,99713,CHN,17,0,0.0974,1.0219,0.002817912
144,3236037,CHN,141,0.004598465,0.8889,1.1637,0.320903134
145,228641,CHN,41,0.000143915,0.2504,1.1146,0.041279948
146,2942,CHN,7,1.30E-07,0.0538,1.0031,0.000179449
147,14470,CHN,23,6.93E-05,0.1262,1.034,0.006221646
148,39376,CHN,34,0.000115729,0.201,1.0817,0.024160347
149,4438,CHN,14,1.28E-05,0.0847,1.0167,0.00176881
150,6862087,HKG,237,0.027331827,1,1.09,0.291904762
151,9612847,CHN,215,0.015639589,1,1.1,0.30025
152,3089973,TWN,187,0.01786386,1,1.1412,0.337939394
153,878,CHN,7,0,0.0538,1.0031,0.000179449
154,1996340,CHN,130,0.005112798,0.8693,1.2008,0.329054924
155,29910,CHN,25,2.79E-05,0.1339,1.0384,0.00750745
156,7086,CHN,17,5.16E-07,0.0974,1.0219,0.002817912
157,2456,TWN,7,0,0.0538,1.0031,0.000179449
158,161809,TWN,63,0.000541398,0.4428,1.2231,0.131979768
159,3406,CHN,8,1.24E-07,0.0558,1.0035,0.000218826
160,525144,TWN,78,0.000928246,0.5968,1.2721,0.216192509
161,527506,TWN,67,0.000864981,0.4765,1.2264,0.147814524
162,9307739,CHN,248,0.023950896,1,1.0834,0.281
163,10552360,CHN,302,0.047133301,1,1,
164,22976,CHN,30,3.02E-05,0.1669,1.0543,0.013956645
165,114816,CHN,30,6.39E-05,0.1669,1.0543,0.013956645
166,11578,CHN,11,0,0.0691,1.0093,0.00076044
167,112989,CHN,24,3.11E-05,0.1298,1.0364,0.00684506
168,6042,CHN,12,0,0.0745,1.0141,0.001228422
169,514,CHN,3,0,0.0427,1.0004,1.89E-05
170,261204,CHN,57,0.00068131,0.4076,1.2218,0.116467461
171,4276829,CHN,213,0.018635949,1,1.1111,0.310888889
172,831,CHN,3,0,0.0427,1.0004,1.89E-05
173,8556,CHN,15,3.56E-06,0.0898,1.0189,0.002169925
174,122410,CHN,34,8.76E-05,0.201,1.0817,0.024160347
175,1403690,CHN,176,0.011304374,1,1.1781,0.364228571
176,1968565,CHN,202,0.016394592,1,1.1316,0.330381818
178,105559,CHN,19,9.76E-06,0.1094,1.0268,0.00404895
179,108405,CHN,22,1.98E-05,0.1221,1.0324,0.005649549
180,99713,CHN,17,0,0.0974,1.0219,0.002817912
181,60419,MOZ,29,0.000614636,0.1569,1.05,0.011880172
182,2559,MDG,8,2.75E-07,0.0558,1.0035,0.000218826
183,5359,MDG,16,0.000613472,0.0924,1.021,0.002471755
184,103361,REU,37,0.003012346,0.2269,1.0999,0.032800825
185,413761,MUS,65,0.009644934,0.4641,1.2279,0.142507187
186,44909,MOZ,26,0.000679202,0.1412,1.0445,0.009067398
187,165,MUS,4,0,0.0448,1.0007,3.42E-05
188,48763,MDG,24,0.001037567,0.1298,1.0364,0.00684506
189,1838,MOZ,9,1.35E-05,0.062,1.0063,0.000442898
190,2654,MDG,10,3.76E-06,0.0655,1.0075,0.000576726
191,63932,MOZ,29,0.000470347,0.1569,1.05,0.011880172
192,5869,MDG,12,3.78E-05,0.0745,1.0141,0.001228422
193,1236,MDG,12,1.35E-05,0.0745,1.0141,0.001228422
194,9154,MOZ,15,7.25E-05,0.0898,1.0189,0.002169925
195,54813,MYT,34,0.001175793,0.201,1.0817,0.024160347
196,11643,COM,16,9.25E-05,0.0924,1.021,0.002471755
197,2559,MDG,8,2.75E-07,0.0558,1.0035,0.000218826
198,7707,COM,18,0.000124133,0.1033,1.0242,0.003383031
199,165,MUS,4,0,0.0448,1.0007,3.42E-05
200,3528,TZA,10,2.58E-05,0.0655,1.0075,0.000576726
201,162155,TZA,42,0.000580037,0.2638,1.1231,0.046494629
202,29352,TZA,14,2.02E-05,0.0847,1.0167,0.00176881
203,10312,TZA,9,1.10E-06,0.062,1.0063,0.000442898
204,33130,SYC,14,2.38E-05,0.0847,1.0167,0.00176881
205,165326,KEN,44,0.000905202,0.284,1.1398,0.055383485
206,3422,SOM,2,0,0.0411,1.0001,5.19E-06
207,12930,SOM,6,3.09E-05,0.0501,1.0022,0.00011865
208,5065,SOM,7,4.76E-05,0.0538,1.0031,0.000179449
209,650,DJI,14,0,0.0847,1.0167,0.00176881
210,331149,DJI,59,0.004243856,0.4205,1.2222,0.122055077
211,96,SYC,2,0,0.0411,1.0001,5.19E-06
212,1080,ERI,2,0,0.0411,1.0001,5.19E-06
213,2596,BGR,2,0,0.0411,1.0001,5.19E-06
214,8719,BGR,10,3.24E-05,0.0655,1.0075,0.000576726
215,200361,ROU,43,0.002681932,0.2744,1.1345,0.05152752
216,262823,RUS,50,0.001076127,0.3281,1.1704,0.075614916
217,167997,UKR,29,6.27E-05,0.1569,1.05,0.011880172
218,229733,UKR,44,0.000847936,0.284,1.1398,0.055383485
219,62800,UKR,10,0,0.0655,1.0075,0.000576726
220,591,RUS,1,0,0.0398,1,-2.84E-16
221,266,RUS,1,0,0.0398,1,-2.84E-16
222,19542,ITA,44,0.001061921,0.284,1.1398,0.055383485
223,1996,GRC,5,0,0.0481,1.0015,7.67E-05
224,1462921,MLT,123,0.011652582,0.8367,1.2165,0.320230769
225,5525,MLT,18,1.88E-05,0.1033,1.0242,0.003383031
226,1153510,ESP,150,0.013145342,0.9493,1.2089,0.36540942
228,508,ITA,5,0,0.0481,1.0015,7.67E-05
229,3525,ESP,11,0,0.0691,1.0093,0.00076044
230,7041,ITA,18,2.86E-05,0.1033,1.0242,0.003383031
231,6285,ESP,29,0.000142421,0.1569,1.05,0.011880172
232,974498,GRC,131,0.011973453,0.875,1.1979,0.330260081
233,1036,ITA,7,0,0.0538,1.0031,0.000179449
234,393,GRC,15,0,0.0898,1.0189,0.002169925
235,580,GRC,7,0,0.0538,1.0031,0.000179449
236,1202,ESP,8,3.01E-06,0.0558,1.0035,0.000218826
237,1029095,ITA,112,0.006121967,0.7929,1.2116,0.297862626
238,408037,ITA,59,0.000483622,0.4205,1.2222,0.122055077
239,2389,GRC,18,0.000165279,0.1033,1.0242,0.003383031
240,2119078,ESP,166,0.011418457,0.9842,1.2141,0.380863158
241,4088,ESP,25,6.84E-05,0.1339,1.0384,0.00750745
242,54107,ESP,53,0.000761762,0.3586,1.1825,0.089174452
243,2115,ITA,11,0,0.0691,1.0093,0.00076044
244,46374,GRC,31,0.000546697,0.1737,1.058,0.015588794
245,120651,ITA,93,0.004934856,0.691,1.2264,0.251690972
246,188117,ITA,62,0.001079947,0.428,1.2255,0.12597243
247,84738,ESP,46,0.000265712,0.2975,1.1537,0.062088278
248,488,ITA,7,0,0.0538,1.0031,0.000179449
249,6108,ALB,15,2.78E-05,0.0898,1.0189,0.002169925
250,1493200,ESP,140,0.007256745,0.8966,1.1953,0.338391626
251,145595,ITA,17,4.40E-05,0.0974,1.0219,0.002817912
252,3432,MNE,12,3.00E-06,0.0745,1.0141,0.001228422
253,2252,FRA,8,8.88E-07,0.0558,1.0035,0.000218826
254,3851,HRV,12,3.00E-06,0.0745,1.0141,0.001228422
255,60459,FRA,75,0.002192442,0.5549,1.2674,0.194163366
256,3462,FRA,14,1.18E-05,0.0847,1.0167,0.00176881
257,1087766,FRA,105,0.002173408,0.77,1.2468,0.297647813
258,2115,HRV,11,0,0.0691,1.0093,0.00076044
259,480656,ITA,117,0.003643964,0.8244,1.219,0.315010976
260,28899,ITA,36,0.000308417,0.2169,1.0922,0.029232937
261,2840,ITA,12,0,0.0745,1.0141,0.001228422
262,1121426,ITA,97,0.002784899,0.6918,1.2188,0.249875576
263,1550722,ITA,163,0.008864234,0.9567,1.1999,0.362961039
264,50950,ITA,56,0.001012767,0.3982,1.2187,0.111941181
265,242332,HRV,46,0.001347908,0.2975,1.1537,0.062088278
266,141714,ITA,75,0.003173666,0.5549,1.2674,0.194163366
267,365019,SVN,67,0.002755826,0.4765,1.2264,0.147814524
268,347810,ITA,42,0.000999119,0.2638,1.1231,0.046494629
269,1008,ITA,9,0,0.062,1.0063,0.000442898
270,1026,FRA,5,0,0.0481,1.0015,7.67E-05
271,169735,EGY,18,7.78E-06,0.1033,1.0242,0.003383031
272,100824,SDN,19,5.39E-05,0.1094,1.0268,0.00404895
273,862,MAR,5,0,0.0481,1.0015,7.67E-05
274,862,MAR,5,0,0.0481,1.0015,7.67E-05
275,218985,ESP,74,0.005358475,0.5333,1.2543,0.18074717
277,32374,ESP,17,1.70E-05,0.0974,1.0219,0.002817912
280,35412,MAR,26,0.000171097,0.1412,1.0445,0.009067398
281,2747,LBY,20,3.64E-06,0.1142,1.0284,0.004563422
282,2747,LBY,20,3.64E-06,0.1142,1.0284,0.004563422
283,618077,EGY,29,5.34E-05,0.1569,1.05,0.011880172
285,333480,EGY,104,0.00481533,0.7678,1.253,0.298453556
286,1793097,EGY,103,0.003171878,0.7502,1.2439,0.286824916
287,346708,EGY,52,0.000417541,0.3455,1.1717,0.082191753
288,3815,LBY,19,9.37E-05,0.1094,1.0268,0.00404895
289,22813,LBY,44,0.000649599,0.284,1.1398,0.055383485
290,46673,LBY,64,0.001681386,0.4571,1.2294,0.139686225
292,4551,LBY,7,2.71E-06,0.0538,1.0031,0.000179449
293,20320,LBY,29,0.000166747,0.1569,1.05,0.011880172
294,2792,PRT,9,0,0.062,1.0063,0.000442898
295,21694,LBY,45,0.001254968,0.2894,1.1466,0.058256872
296,3845,TUN,12,0,0.0745,1.0141,0.001228422
297,98112,MAR,75,0.001988713,0.5549,1.2674,0.194163366
298,30452,TUN,20,5.57E-05,0.1142,1.0284,0.004563422
299,4888,ESP,16,7.94E-05,0.0924,1.021,0.002471755
300,59154,DZA,46,0.000543196,0.2975,1.1537,0.062088278
301,1231987,MAR,127,0.006776534,0.8521,1.1982,0.320121008
302,2097,DZA,18,0,0.1033,1.0242,0.003383031
303,21445,TUN,7,2.79E-06,0.0538,1.0031,0.000179449
305,10076,DZA,42,0.000324214,0.2638,1.1231,0.046494629
306,3002,DZA,12,0,0.0745,1.0141,0.001228422
307,50118,DZA,31,0.000178039,0.1737,1.058,0.015588794
308,71890,DZA,49,0.000796882,0.3212,1.1615,0.071594375
309,19821,DZA,17,1.15E-05,0.0974,1.0219,0.002817912
310,50893,TUN,42,0.000565652,0.2638,1.1231,0.046494629
311,48588,DZA,32,0.00019278,0.1823,1.0665,0.018262882
312,48143,DZA,23,9.99E-05,0.1262,1.034,0.006221646
313,24786,TUN,14,1.07E-05,0.0847,1.0167,0.00176881
317,67746,USA,55,0.004989175,0.3873,1.2096,0.105679086
318,479690,USA,103,0.022085884,0.7502,1.2439,0.286824916
319,222779,USA,100,0.01243168,0.7441,1.2622,0.288943134
320,336581,USA,86,0.004416022,0.6428,1.2468,0.232790526
321,200,USA,1,0,0.0398,1,-2.84E-16
322,1723280,USA,158,0.006441723,0.9486,1.1984,0.359754941
323,1197951,USA,103,0.001793022,0.7502,1.2439,0.286824916
324,16406,USA,5,0,0.0481,1.0015,7.67E-05
325,1972473,USA,106,0.002017561,0.7641,1.2171,0.285444082
326,537704,USA,98,0.001945769,0.7294,1.2466,0.276967855
327,128901,USA,42,0.002028521,0.2638,1.1231,0.046494629
328,188936,USA,72,0.001608453,0.5195,1.243,0.171633028
329,89007,USA,16,3.32E-06,0.0924,1.021,0.002471755
330,344,USA,2,0,0.0411,1.0001,5.19E-06
331,906,CAN,3,0.002222222,0.0427,1.0004,1.89E-05
332,5387,USA,9,0,0.062,1.0063,0.000442898
333,10178,USA,3,0,0.0427,1.0004,1.89E-05
334,396635,CAN,76,0.005595827,0.5722,1.2755,0.204543385
335,84934,CAN,28,0.000252645,0.1513,1.0469,0.010681018
336,1158,CAN,13,0,0.0791,1.0151,0.001439895
338,2134,CAN,9,0,0.062,1.0063,0.000442898
339,10943,CAN,7,5.07E-06,0.0538,1.0031,0.000179449
342,2134,CAN,9,0,0.062,1.0063,0.000442898
343,2807,GRL,12,0,0.0745,1.0141,0.001228422
344,2807,GRL,12,0,0.0745,1.0141,0.001228422
345,2807,GRL,12,0,0.0745,1.0141,0.001228422
346,2807,GRL,12,0,0.0745,1.0141,0.001228422
347,2807,GRL,12,0,0.0745,1.0141,0.001228422
348,2807,GRL,12,0,0.0745,1.0141,0.001228422
349,2807,GRL,12,0,0.0745,1.0141,0.001228422
350,2807,GRL,12,0,0.0745,1.0141,0.001228422
351,2807,GRL,12,0,0.0745,1.0141,0.001228422
352,2807,GRL,12,0,0.0745,1.0141,0.001228422
353,2807,GRL,12,0,0.0745,1.0141,0.001228422
354,383295,MEX,84,0.001839839,0.6313,1.2501,0.228091853
355,9525,MEX,14,0.002228641,0.0847,1.0167,0.00176881
356,22287,MEX,29,0.003489391,0.1569,1.05,0.011880172
357,388990,MEX,69,0.001311319,0.4906,1.228,0.154680077
358,13732,USA,10,9.02E-07,0.0655,1.0075,0.000576726
359,16889,USA,7,0,0.0538,1.0031,0.000179449
360,653828,USA,172,0.016416064,1,1.1891,0.371641667
361,403520,USA,115,0.011457569,0.7992,1.2113,0.300698732
362,886,USA,1,0,0.0398,1,-2.84E-16
363,1956,USA,4,1.22E-06,0.0448,1.0007,3.42E-05
364,134072,USA,31,0.000361981,0.1737,1.058,0.015588794
365,2946,USA,3,0,0.0427,1.0004,1.89E-05
366,1344226,USA,90,0.007007669,0.6721,1.2293,0.243095698
367,1230191,USA,73,0.001274881,0.5213,1.2399,0.171807892
368,10171,USA,9,7.43E-06,0.062,1.0063,0.000442898
369,1937498,USA,93,0.003048439,0.691,1.2264,0.251690972
370,129005,USA,38,0.00049907,0.229,1.1015,0.033562809
371,152025,USA,42,0.002775448,0.2638,1.1231,0.046494629
372,18574,USA,14,0,0.0847,1.0167,0.00176881
373,624349,USA,63,0.001105449,0.4428,1.2231,0.131979768
374,590303,USA,47,0.000314054,0.302,1.1512,0.063157283
375,29300,USA,32,0.000191243,0.1823,1.0665,0.018262882
376,520,CAN,10,0,0.0655,1.0075,0.000576726
377,902164,CAN,87,0.002603151,0.6498,1.2426,0.235185117
378,44215,USA,9,7.80E-07,0.062,1.0063,0.000442898
379,120980,CAN,13,1.27E-06,0.0791,1.0151,0.001439895
382,49134,JPN,30,0.000136621,0.1669,1.0543,0.013956645
383,9875,JPN,40,5.28E-05,0.2415,1.1093,0.038018762
384,9560,JPN,39,8.96E-05,0.2378,1.1092,0.037033753
385,556,JPN,7,0,0.0538,1.0031,0.000179449
386,3819,JPN,30,0,0.1669,1.0543,0.013956645
387,8480,JPN,35,4.84E-05,0.207,1.0857,0.026020696
388,4726,JPN,19,8.51E-06,0.1094,1.0268,0.00404895
389,111596,JPN,76,0.000799519,0.5722,1.2755,0.204543385
390,2209,JPN,17,3.78E-05,0.0974,1.0219,0.002817912
391,1344,JPN,6,0,0.0501,1.0022,0.00011865
392,3758,JPN,14,0,0.0847,1.0167,0.00176881
393,2666,JPN,18,1.99E-06,0.1033,1.0242,0.003383031
394,8078,JPN,32,4.13E-05,0.1823,1.0665,0.018262882
395,4570,JPN,8,0,0.0558,1.0035,0.000218826
396,78178,JPN,78,0.000820811,0.5968,1.2721,0.216192509
397,3758,JPN,14,0,0.0847,1.0167,0.00176881
398,6039,JPN,31,3.25E-05,0.1737,1.058,0.015588794
399,14738,JPN,43,0.000192436,0.2744,1.1345,0.05152752
400,4100,JPN,18,2.65E-05,0.1033,1.0242,0.003383031
401,342,JPN,5,0,0.0481,1.0015,7.67E-05
402,8900,JPN,36,4.25E-05,0.2169,1.0922,0.029232937
403,9800,JPN,36,1.43E-05,0.2169,1.0922,0.029232937
404,1330,JPN,2,0,0.0411,1.0001,5.19E-06
405,21557,JPN,61,0.000343392,0.4241,1.2266,0.124494949
406,2028,JPN,14,2.26E-05,0.0847,1.0167,0.00176881
407,16080,JPN,49,0.000201152,0.3212,1.1615,0.071594375
408,21576,JPN,52,8.38E-05,0.3455,1.1717,0.082191753
409,6539,JPN,33,4.32E-05,0.1871,1.0689,0.019513768
410,1575,JPN,5,0,0.0481,1.0015,7.67E-05
411,6386,JPN,10,0,0.0655,1.0075,0.000576726
412,479074,JPN,128,0.004474703,0.8699,1.2127,0.333841355
413,956818,JPN,179,0.017676478,1,1.153,0.347217949
414,9405,JPN,22,3.04E-06,0.1221,1.0324,0.005649549
415,2871,KOR,21,5.14E-06,0.118,1.0295,0.004988469
416,3643,KOR,13,1.63E-05,0.0791,1.0151,0.001439895
417,309,JPN,7,0,0.0538,1.0031,0.000179449
418,1587926,KOR,133,0.00726402,0.886,1.2017,0.336748387
419,133679,JPN,49,0.000114052,0.3212,1.1615,0.071594375
420,254036,JPN,69,0.001092973,0.4906,1.228,0.154680077
421,961698,JPN,171,0.014978522,0.9926,1.1918,0.371757353
422,6309888,KOR,290,0.059889631,1,1.0695,0.264333333
423,37353,KOR,63,0.002169038,0.4428,1.2231,0.131979768
424,1360514,JPN,205,0.020477812,1,1.1209,0.321377778
425,1440,JPN,5,0,0.0481,1.0015,7.67E-05
426,109037,KOR,98,0.001755849,0.7294,1.2466,0.276967855
427,37941,JPN,51,0.000274835,0.3376,1.1721,0.079372437
428,14773,JPN,34,7.33E-05,0.201,1.0817,0.024160347
429,1039698,JPN,124,0.005595278,0.8407,1.2121,0.320650071
430,1426,JPN,14,1.43E-05,0.0847,1.0167,0.00176881
431,3819,JPN,30,0,0.1669,1.0543,0.013956645
432,1827,JPN,10,0,0.0655,1.0075,0.000576726
433,30265,JPN,34,3.88E-05,0.201,1.0817,0.024160347
434,2537,KOR,9,0,0.062,1.0063,0.000442898
435,1130,JPN,19,0,0.1094,1.0268,0.00404895
436,834,KOR,2,0,0.0411,1.0001,5.19E-06
437,18402,KOR,24,0.000128837,0.1298,1.0364,0.00684506
438,4320,JPN,23,0,0.1262,1.034,0.006221646
439,9806,JPN,37,9.06E-05,0.2269,1.0999,0.032800825
440,16939,JPN,48,0.000230256,0.3074,1.1515,0.065012152
441,309,JPN,7,0,0.0538,1.0031,0.000179449
442,12854,KOR,8,0,0.0558,1.0035,0.000218826
443,8350,JPN,27,9.34E-06,0.146,1.0449,0.009737163
444,4731,KOR,12,0,0.0745,1.0141,0.001228422
445,12195,JPN,40,0.000106198,0.2415,1.1093,0.038018762
446,220168,KOR,98,0.001738687,0.7294,1.2466,0.276967855
447,27236,JPN,57,0.000335258,0.4076,1.2218,0.116467461
448,58401,JPN,53,0.000182415,0.3586,1.1825,0.089174452
449,680,JPN,7,0,0.0538,1.0031,0.000179449
450,68311,KOR,24,0.000127963,0.1298,1.0364,0.00684506
451,3758,JPN,14,0,0.0847,1.0167,0.00176881
452,10938,JPN,42,2.90E-05,0.2638,1.1231,0.046494629
453,5215,JPN,14,5.38E-06,0.0847,1.0167,0.00176881
454,2086,JPN,8,0,0.0558,1.0035,0.000218826
455,5871,JPN,31,2.69E-06,0.1737,1.058,0.015588794
456,37350,JPN,55,0.000195036,0.3873,1.2096,0.105679086
457,918880,RUS,79,0.002596762,0.5973,1.2648,0.214733912
458,618,RUS,9,3.02E-06,0.062,1.0063,0.000442898
459,3129,JPN,11,0,0.0691,1.0093,0.00076044
460,36176,RUS,36,0.000502692,0.2169,1.0922,0.029232937
461,2040,JPN,6,0,0.0501,1.0022,0.00011865
462,8478,JPN,27,8.16E-06,0.146,1.0449,0.009737163
463,617,RUS,3,0,0.0427,1.0004,1.89E-05
464,405,RUS,3,0,0.0427,1.0004,1.89E-05
470,16146,GBR,72,0.009029121,0.5195,1.243,0.171633028
471,59639,POL,63,0.002874293,0.4428,1.2231,0.131979768
472,8780,VIR,32,4.05E-05,0.1823,1.0665,0.018262882
473,2714,GBR,30,0.004015284,0.1669,1.0543,0.013956645
474,516895,GBR,145,0.015701923,0.93,1.1948,0.351396667
475,8581,ESP,17,8.68E-05,0.0974,1.0219,0.002817912
476,2820,PRT,7,0,0.0538,1.0031,0.000179449
477,2792,ESP,9,0,0.062,1.0063,0.000442898
478,2094,ESP,7,0,0.0538,1.0031,0.000179449
479,441525,PRT,64,0.001666039,0.4571,1.2294,0.139686225
480,23818,PRT,51,0.00088675,0.3376,1.1721,0.079372437
481,298591,PRT,98,0.004824928,0.7294,1.2466,0.276967855
482,700,PRT,4,0,0.0448,1.0007,3.42E-05
483,121760,PRT,104,0.005109387,0.7678,1.253,0.298453556
484,61803,ESP,56,0.000640357,0.3982,1.2187,0.111941181
485,46618,ESP,21,2.87E-05,0.118,1.0295,0.004988469
486,105538,ESP,119,0.012771441,0.8321,1.2197,0.318961538
487,1053,ESP,15,0,0.0898,1.0189,0.002169925
488,1044,ESP,18,5.66E-05,0.1033,1.0242,0.003383031
489,682,ESP,7,0,0.0538,1.0031,0.000179449
490,7862,ESP,25,7.30E-05,0.1339,1.0384,0.00750745
491,803,FRA,2,0,0.0411,1.0001,5.19E-06
492,6083,FRA,18,0,0.1033,1.0242,0.003383031
493,6083,FRA,18,0,0.1033,1.0242,0.003383031
494,40420,FRA,28,0.000213574,0.1513,1.0469,0.010681018
495,822,FRA,3,0,0.0427,1.0004,1.89E-05
496,150,GGY,3,0,0.0427,1.0004,1.89E-05
497,38778,FRA,54,0.001052895,0.3742,1.1983,0.098274877
498,2141246,FRA,169,0.017398648,0.9883,1.2095,0.379602339
499,150,GGY,3,0,0.0427,1.0004,1.89E-05
500,10570,GBR,27,0.000498878,0.146,1.0449,0.009737163
501,1429849,GBR,78,0.008486619,0.5968,1.2721,0.216192509
502,241808,FRA,87,0.004746742,0.6498,1.2426,0.235185117
503,8688,BEL,25,0.001659227,0.1339,1.0384,0.00750745
504,3395,GBR,13,1.93E-05,0.0791,1.0151,0.001439895
505,2958104,BEL,324,0.094664567,--,--,0.256
506,684815,BEL,49,0.00130421,0.3212,1.1615,0.071594375
507,5197,NLD,13,1.95E-05,0.0791,1.0151,0.001439895
508,2454,GBR,19,0.000307707,0.1094,1.0268,0.00404895
509,8319,GBR,17,8.31E-06,0.0974,1.0219,0.002817912
510,3612,NLD,23,0.000140081,0.1262,1.034,0.006221646
511,195,GBR,1,0,0.0398,1,-2.84E-16
512,19538,NLD,44,0.002363262,0.284,1.1398,0.055383485
513,38628,IRL,28,0.000200962,0.1513,1.0469,0.010681018
514,366,NLD,6,0,0.0501,1.0022,0.00011865
515,4333441,NLD,324,0.122997806,--,--,0.256
516,2747,GBR,20,3.64E-06,0.1142,1.0284,0.004563422
517,2378804,GBR,116,0.006909412,0.7984,1.2008,0.29641196
518,1364,GBR,8,7.15E-07,0.0558,1.0035,0.000218826
519,3856,IRL,19,3.42E-05,0.1094,1.0268,0.00404895
520,15590,NLD,74,0.005238339,0.5333,1.2543,0.18074717
521,78086,GBR,43,0.006252866,0.2744,1.1345,0.05152752
522,7409,DEU,34,0.000240724,0.201,1.0817,0.024160347
523,1284,IRL,22,2.04E-05,0.1221,1.0324,0.005649549
524,31752,IRL,34,0.009451715,0.201,1.0817,0.024160347
525,5387,DEU,9,0,0.062,1.0063,0.000442898
526,4250,DEU,10,0,0.0655,1.0075,0.000576726
527,64082,GBR,33,0.001346674,0.1871,1.0689,0.019513768
528,9188,POL,36,0.000143696,0.2169,1.0922,0.029232937
529,340,GBR,3,0,0.0427,1.0004,1.89E-05
530,415918,DEU,46,0.001333776,0.2975,1.1537,0.062088278
531,6083,DEU,18,0,0.1033,1.0242,0.003383031
532,3676789,DEU,267,0.063076328,1,1.0667,0.258166667
533,1905953,DEU,164,0.022654234,0.9619,1.1964,0.363547619
534,516,GBR,12,0,0.0745,1.0141,0.001228422
535,24829,GBR,70,0.005029634,0.4995,1.2363,0.160645309
536,1816,DEU,7,0,0.0538,1.0031,0.000179449
537,13378,DEU,30,8.70E-05,0.1669,1.0543,0.013956645
538,2625,DEU,28,5.19E-05,0.1513,1.0469,0.010681018
539,7353,GBR,18,5.73E-05,0.1033,1.0242,0.003383031
540,2109,DEU,19,0,0.1094,1.0268,0.00404895
541,225241,POL,29,0.00050985,0.1569,1.05,0.011880172
542,34701,GBR,23,3.75E-05,0.1262,1.034,0.006221646
543,20343,GBR,31,0.000618877,0.1737,1.058,0.015588794
544,182586,RUS,36,0.000984747,0.2169,1.0922,0.029232937
545,516,GBR,12,0,0.0745,1.0141,0.001228422
546,19188,GBR,20,2.53E-05,0.1142,1.0284,0.004563422
547,5805,GBR,11,5.60E-06,0.0691,1.0093,0.00076044
548,10334,DNK,37,0.002457864,0.2269,1.0999,0.032800825
549,15194,DNK,17,0,0.0974,1.0219,0.002817912
550,45624,LTU,26,7.13E-05,0.1412,1.0445,0.009067398
551,12640,DNK,17,0,0.0974,1.0219,0.002817912
552,20458,DNK,35,8.41E-05,0.207,1.0857,0.026020696
553,2912,GBR,7,1.49E-06,0.0538,1.0031,0.000179449
554,1330,SWE,4,0,0.0448,1.0007,3.42E-05
555,1197,DNK,15,0,0.0898,1.0189,0.002169925
556,25293,GBR,12,5.96E-06,0.0745,1.0141,0.001228422
557,32288,SWE,43,0.000212949,0.2744,1.1345,0.05152752
558,241769,DNK,56,0.003976833,0.3982,1.2187,0.111941181
559,916,GBR,9,0,0.062,1.0063,0.000442898
560,20164,SWE,26,0.000163498,0.1412,1.0445,0.009067398
561,916,GBR,9,0,0.062,1.0063,0.000442898
562,18317,LVA,16,0.001805158,0.0924,1.021,0.002471755
563,4255,DNK,16,0.010252513,0.0924,1.021,0.002471755
564,2438,SWE,10,0.000679139,0.0655,1.0075,0.000576726
565,9894,GBR,39,0.001712597,0.2378,1.1092,0.037033753
566,622,GBR,3,0,0.0427,1.0004,1.89E-05
567,205440,SWE,59,0.003347678,0.4205,1.2222,0.122055077
568,3750,SWE,14,0,0.0847,1.0167,0.00176881
569,22907,NOR,50,0.000378204,0.3281,1.1704,0.075614916
570,3072,SWE,19,5.26E-06,0.1094,1.0268,0.00404895
571,916,SWE,9,0,0.062,1.0063,0.000442898
572,1398,NOR,15,0,0.0898,1.0189,0.002169925
573,7156,SWE,9,6.23E-06,0.062,1.0063,0.000442898
574,1116,SWE,8,3.10E-05,0.0558,1.0035,0.000218826
575,5089,NOR,31,0.000551784,0.1737,1.058,0.015588794
576,1398,NOR,15,0,0.0898,1.0189,0.002169925
