id,Capacity,Country Code,K,BC,phi,rho_C,rho_CM
850,2542,VNM,2,0,0.0382,1.0002,6.06E-06
851,150731,VNM,49,0.001015698,0.383,1.2257,0.1091082
852,776328,ZAF,69,0.003807078,0.6022,1.2832,0.226252033
853,557737,ZAF,59,0.003763077,0.4741,1.2432,0.153548515
854,1022,ZAF,1,0,0.0367,1,6.87E-16
855,876085,ZAF,74,0.005358651,0.6249,1.2731,0.235941053
857,3601,NAM,5,0,0.0484,1.0027,0.00014033
858,256798,NAM,41,0.003031196,0.3164,1.2048,0.078914941
859,261418,AGO,50,0.005551859,0.3927,1.2299,0.114041764
860,94782,NGA,21,4.82E-05,0.1384,1.062,0.011217188
861,375,CPV,4,0,0.0439,1.0011,5.26E-05
862,33518,AGO,13,0.000125444,0.0848,1.0269,0.002729308
863,134413,AGO,29,0.001676061,0.2003,1.117,0.029873117
865,9466,AGO,10,2.95E-05,0.0658,1.011,0.000849871
866,5033,COD,3,0,0.0404,1.0007,2.90E-05
867,13799,COD,7,1.09E-05,0.0552,1.0058,0.000355835
868,25094,COD,7,1.09E-05,0.0552,1.0058,0.000355835
869,4313,AGO,5,0,0.0484,1.0027,0.00014033
870,700,AGO,4,0,0.0439,1.0011,5.26E-05
871,272036,COG,47,0.006374388,0.3595,1.2126,0.096986939
872,15573,GAB,4,0,0.0439,1.0011,5.26E-05
874,4230,STP,5,0,0.0484,1.0027,0.00014033
875,32822,GAB,11,1.72E-05,0.0718,1.0165,0.001386785
876,36510,GNQ,17,3.58E-05,0.1146,1.0469,0.00681053
879,35430,GNQ,15,2.88E-05,0.0976,1.0344,0.004172704
880,75737,CMR,19,0.000170051,0.1258,1.0548,0.008824948
881,92768,CIV,31,0.000443415,0.227,1.1352,0.039224686
882,6504,GHA,9,0.000107176,0.0623,1.0088,0.000640648
883,650,NGA,2,0,0.0382,1.0002,6.06E-06
884,349954,CIV,50,0.001495977,0.3927,1.2299,0.114041764
886,389516,GHA,45,0.00319317,0.3466,1.2116,0.091601552
887,9144,LBR,7,0,0.0552,1.0058,0.000355835
888,424637,TGO,47,0.001076258,0.3595,1.2126,0.096986939
889,20031,LBR,9,9.99E-06,0.0623,1.0088,0.000640648
890,294270,BEN,37,0.000734194,0.2902,1.1893,0.066976432
891,567135,NGA,58,0.001707352,0.4588,1.2393,0.14559409
892,20031,SLE,9,9.99E-06,0.0623,1.0088,0.000640648
893,40867,GIN,15,0.000130862,0.0976,1.0344,0.004172704
894,5693,GNB,8,4.92E-06,0.0579,1.0073,0.000474727
895,23935,GMB,10,2.38E-05,0.0658,1.011,0.000849871
896,124543,SEN,29,0.000342836,0.2003,1.117,0.029873117
897,6889,CPV,11,1.54E-05,0.0718,1.0165,0.001386785
898,4184,CPV,9,7.92E-06,0.0623,1.0088,0.000640648
899,2705,CPV,6,0,0.0505,1.0037,0.000204506
900,26368,MRT,17,0.000165128,0.1146,1.0469,0.00681053
901,13991,MRT,14,5.36E-05,0.0926,1.0315,0.003570818
902,396,ARE,5,0,0.0484,1.0027,0.00014033
903,36435,KWT,17,0.000104132,0.1146,1.0469,0.00681053
904,3208,TUR,4,0,0.0439,1.0011,5.26E-05
905,706144,TUR,105,0.021137442,0.8307,1.2325,0.33212091
906,126012,YEM,21,0.00055625,0.1384,1.062,0.011217188
907,2024,YEM,4,0,0.0439,1.0011,5.26E-05
908,11400,YEM,5,0,0.0484,1.0027,0.00014033
909,1595799,OMN,83,0.007508388,0.7203,1.2957,0.292468927
910,1808554,SAU,84,0.003108188,0.7189,1.2825,0.288252484
911,848920,SAU,47,0.000191452,0.3595,1.2126,0.096986939
912,45734,OMN,11,1.17E-06,0.0718,1.0165,0.001386785
913,80282,SAU,14,1.07E-05,0.0926,1.0315,0.003570818
